timestamp,fitness,pickle_path,function_string,number of generations
20250627_172556,0.004850323025490155,Results\genome_20250627_172556.pkl,"n23 = sum(x17, x8) | n24 = zero() | n25 = round(x9) | n26 = aminus(n23, n24) | n27 = max(x12, n23) | n28 = acos(n26) | n29 = sum(n28, n28) | n30 = gt(n24, n23) | n31 = min(x2, n23) | n32 = sum(x18, x9) | n33 = sum(n27, x19) | n34 = squared(x1) | n35 = sum(n28, x11) | n36 = abs(x3) | n37 = pow(n24, x16) | n38 = sum(n31, n27) | n39 = aminus(x22, x7) | n40 = ceil(n38) | n41 = sqrt(n40) | n42 = pow(n38, n31) | n43 = sqrtxy(n35, x10) | n44 = max(n40, x11) | n45 = aminus(x7, n28) | n46 = sqrtxy(n43, n43) | n47 = min(n29, x11) | n48 = atan(x7) | n49 = round(n48) | n50 = exp(x3, x6) | n51 = atan(n38) | n52 = floor(n32) | Outputs: n44 |  | Unrolled output expression 0: | max(ceil(sum(min(x2, sum(x17, x8)), max(x12, sum(x17, x8)))), x11) | ",999
20250627_173736,-0.015527117948940461,Results\genome_20250627_173736.pkl,"n23 = sum(x2, x12) | n24 = one() | n25 = exp(x13, n23) | n26 = max(n23, x11) | n27 = pow(n25, x5) | n28 = inv(n23) | n29 = squared(n24) | n30 = one() | n31 = max(n27, n30) | n32 = const() | n33 = mult(n30, x4) | n34 = gt(n29, x0) | n35 = sum(n28, x20) | n36 = atan(n32) | n37 = ceil(n30) | n38 = zero() | n39 = exp(n29, n31) | n40 = max(n30, n27) | n41 = squared(n38) | n42 = const() | n43 = sqrtxy(n27, n39) | n44 = sqrtxy(n33, n27) | n45 = max(n41, n39) | n46 = one() | n47 = min(n27, n46) | n48 = abs(n28) | n49 = acos(n33) | n50 = one() | n51 = squared(n44) | n52 = sin(n50) | Outputs: n26 |  | Unrolled output expression 0: | max(sum(x2, x12), x11) | ",999
20250627_174553,-0.04589382939539233,Results\genome_20250627_174553.pkl,"n23 = aminus(x8, x6) | n24 = sqrtxy(n23, x1) | n25 = squared(n24) | n26 = sum(n23, n24) | n27 = abs(x4) | n28 = sqrtxy(x17, x3) | n29 = sqrtxy(n26, x12) | n30 = one() | n31 = mult(n26, x19) | n32 = aminus(n27, n30) | n33 = squared(x9) | n34 = zero() | n35 = one() | n36 = squared(n28) | n37 = one() | n38 = sqrt(n37) | n39 = zero() | n40 = squared(x7) | n41 = sum(n23, n37) | n42 = zero() | n43 = sqrt(x22) | n44 = mult(n23, n42) | n45 = sum(x3, x18) | n46 = sum(n35, n23) | n47 = sqrtxy(x19, n24) | n48 = sum(n37, n47) | n49 = const() | n50 = zero() | n51 = sqrtxy(n38, n37) | n52 = mult(x11, n46) | Outputs: n29 |  | Unrolled output expression 0: | sqrtxy(sum(aminus(x8, x6), sqrtxy(aminus(x8, x6), x1)), x12) | ",999
20250630_092129,-0.2209003542833282,Results\genome_20250630_092129.pkl,"n23 = exp(x19, x12) | n24 = zero() | n25 = sqrtxy(n23, x22) | n26 = aminus(n23, x10) | n27 = aminus(x5, x7) | n28 = sqrtxy(x18, x22) | n29 = pow(x20, x3) | n30 = sqrt(n29) | n31 = zero() | n32 = gt(x6, n24) | n33 = one() | n34 = aminus(n23, x18) | n35 = max(n29, x10) | n36 = zero() | n37 = abs(n28) | n38 = max(n32, x15) | n39 = mult(n34, x21) | n40 = abs(n37) | n41 = sum(n38, x9) | n42 = abs(n30) | n43 = min(n26, x18) | n44 = ceil(n26) | n45 = mult(n38, n37) | n46 = min(x0, n41) | n47 = mult(n29, x5) | n48 = min(n23, x1) | n49 = inv(x13) | n50 = squared(n30) | n51 = zero() | n52 = max(n35, x14) | Outputs: n41 |  | Unrolled output expression 0: | sum(max(gt(x6, zero()), x15), x9) | ",999
20250630_092457,-0.05157102601492984,Results\genome_20250630_092457.pkl,"n23 = max(x1, x13) | n24 = sqrt(n23) | n25 = sum(x14, x9) | n26 = abs(n23) | n27 = pow(n26, n24) | n28 = sqrtxy(x22, x22) | n29 = max(n24, n26) | n30 = max(x15, x12) | n31 = const() | n32 = squared(x5) | n33 = abs(x3) | n34 = max(x7, n25) | n35 = aminus(n29, x6) | n36 = pow(x17, n25) | n37 = one() | n38 = one() | n39 = inv(n26) | n40 = aminus(n34, n36) | n41 = zero() | n42 = zero() | n43 = sum(x4, n30) | n44 = pow(x22, x19) | n45 = sum(n42, n24) | n46 = gt(n35, x5) | n47 = abs(n41) | n48 = sqrt(x8) | n49 = sum(n39, n29) | n50 = one() | n51 = mult(n39, n29) | n52 = max(n46, x1) | Outputs: n43 |  | Unrolled output expression 0: | sum(x4, max(x15, x12)) | ",999
20250630_092931,0.0271173423189222,Results\genome_20250630_092931.pkl,"n23 = gt(x5, x2) | n24 = aminus(n23, x20) | n25 = round(n24) | n26 = mult(x22, x12) | n27 = const() | n28 = pow(n25, n27) | n29 = one() | n30 = abs(n27) | n31 = abs(n26) | n32 = aminus(n24, n27) | n33 = const() | n34 = inv(n31) | n35 = aminus(n32, x6) | n36 = inv(n34) | n37 = min(n34, n32) | n38 = gt(n36, n33) | n39 = round(x9) | n40 = sqrt(n24) | n41 = max(n32, x19) | n42 = const() | n43 = max(n34, n26) | n44 = one() | n45 = squared(n33) | n46 = gt(n35, n37) | n47 = aminus(x22, x20) | n48 = abs(n29) | n49 = sum(x12, x13) | n50 = round(n40) | n51 = one() | n52 = sqrt(x18) | Outputs: n37 |  | Unrolled output expression 0: | min(inv(abs(mult(x22, x12))), aminus(aminus(gt(x5, x2), x20), const())) | ",999
20250630_112858,-0.001816330823252521,Results\genome_20250630_112858.pkl,"n23 = pow(x8, x14) | n24 = aminus(x3, n23) | n25 = squared(n24) | n26 = sqrtxy(x10, x17) | n27 = abs(n23) | n28 = const() | n29 = sum(n26, n27) | n30 = sqrt(n28) | n31 = const() | n32 = sum(n29, n26) | n33 = abs(n28) | n34 = one() | n35 = one() | n36 = sqrtxy(x3, n30) | n37 = sum(n26, x12) | n38 = const() | n39 = sqrtxy(x5, n26) | n40 = const() | n41 = mult(x14, x7) | n42 = max(n35, x15) | n43 = sqrt(n31) | n44 = gt(x22, n23) | n45 = sum(n38, x13) | n46 = max(n42, x0) | n47 = gt(n42, x0) | n48 = max(x7, n40) | n49 = min(x14, n47) | n50 = gt(n46, n41) | n51 = max(n36, n26) | n52 = sum(n25, n34) | Outputs: n30 |  | Unrolled output expression 0: | sqrt(const()) | ",9999
