timestamp,fitness,pickle_path,function_string,number of generations
20250721_114627,0.4726600985221675,Results\genome_20250721_114627.pkl,"n43 = squared(x8) | n44 = zero() | n45 = sum(x34, n43) | n46 = sqrtxy(n43, n43) | n47 = exp(x4, x3) | n48 = mult(n45, n47) | n49 = sum(x22, x10) | n50 = aminus(x7, x31) | n51 = sum(x22, x5) | n52 = aminus(x41, n51) | n53 = pow(n48, n52) | n54 = sqrt(x23) | n55 = gt(n54, x17) | n56 = const() | n57 = zero() | n58 = sqrtxy(n56, n57) | n59 = sqrt(x33) | n60 = gt(n45, n48) | n61 = max(n46, x3) | n62 = zero() | n63 = min(n47, x11) | n64 = aminus(x33, x16) | n65 = sum(n63, n50) | n66 = aminus(n57, n59) | n67 = pow(n65, x17) | n68 = safe_div(n53, x20) | n69 = gt(x32, x4) | n70 = min(n56, n43) | n71 = squared(n59) | n72 = aminus(x22, x34) | Outputs: n60, n67, n53, n60, n65 |  | Unrolled output expression 0: | gt(sum(x34, squared(x8)), mult(sum(x34, squared(x8)), exp(x4, x3))) | Unrolled output expression 1: | pow(sum(min(exp(x4, x3), x11), aminus(x7, x31)), x17) | Unrolled output expression 2: | pow(mult(sum(x34, squared(x8)), exp(x4, x3)), aminus(x41, sum(x22, x5))) | Unrolled output expression 3: | gt(sum(x34, squared(x8)), mult(sum(x34, squared(x8)), exp(x4, x3))) | Unrolled output expression 4: | sum(min(exp(x4, x3), x11), aminus(x7, x31)) | ",9999
