timestamp,fitness,pickle_path,function_string,number of generations
20250627_170217,-0.8760018546731141,Results\genome_20250627_170217.pkl,"n4 = one() | n5 = asin(n4) | n6 = acos(n5) | n7 = one() | n8 = sqrt(x1) | n9 = sqrt(n5) | n10 = sin(x1) | n11 = sqrtxy(x0, n7) | n12 = squared(x0) | n13 = sqrtxy(n6, x1) | n14 = mult(n4, n7) | n15 = min(n7, x3) | n16 = zero() | n17 = asin(n6) | n18 = atan(x2) | n19 = asin(n18) | n20 = sqrtxy(n8, x2) | n21 = ceil(n6) | n22 = zero() | n23 = gt(x0, n7) | n24 = sqrtxy(x1, n4) | n25 = min(x2, x3) | n26 = sum(n8, n23) | n27 = inv(n18) | n28 = acos(x2) | n29 = gt(x1, x1) | n30 = min(x3, n11) | n31 = pow(n10, x1) | n32 = ceil(x1) | n33 = sqrt(n27) | Outputs: n13, n26, n24, n21, n5, n12, n10, n14, n32 |  | Unrolled output expression 0: | sqrtxy(acos(asin(one())), x1) | Unrolled output expression 1: | sum(sqrt(x1), gt(x0, one())) | Unrolled output expression 2: | sqrtxy(x1, one()) | Unrolled output expression 3: | ceil(acos(asin(one()))) | Unrolled output expression 4: | asin(one()) | Unrolled output expression 5: | squared(x0) | Unrolled output expression 6: | sin(x1) | Unrolled output expression 7: | mult(one(), one()) | Unrolled output expression 8: | ceil(x1) | ",99
20250627_170254,0.4612174604226005,Results\genome_20250627_170254.pkl,"n4 = aminus(x0, x2) | n5 = sin(n4) | n6 = const() | n7 = asin(x1) | n8 = exp(n5, n5) | n9 = gt(n6, n4) | n10 = asin(n6) | n11 = abs(n9) | n12 = aminus(x2, n10) | n13 = sum(n12, n5) | n14 = min(x0, n9) | n15 = ceil(n4) | n16 = gt(n5, x3) | n17 = one() | n18 = round(x2) | n19 = exp(n16, x2) | n20 = sqrt(n16) | n21 = gt(x3, n19) | n22 = floor(x3) | n23 = sqrt(n13) | n24 = round(n14) | n25 = const() | n26 = sum(n8, n18) | n27 = exp(x2, n16) | n28 = floor(n5) | n29 = sqrtxy(n14, x2) | n30 = round(n7) | n31 = sqrt(n9) | n32 = round(n8) | n33 = aminus(x2, n17) | Outputs: n6, n24, n32, n33, n16, n8, n25, n27, n28 |  | Unrolled output expression 0: | const() | Unrolled output expression 1: | round(min(x0, gt(const(), aminus(x0, x2)))) | Unrolled output expression 2: | round(exp(sin(aminus(x0, x2)), sin(aminus(x0, x2)))) | Unrolled output expression 3: | aminus(x2, one()) | Unrolled output expression 4: | gt(sin(aminus(x0, x2)), x3) | Unrolled output expression 5: | exp(sin(aminus(x0, x2)), sin(aminus(x0, x2))) | Unrolled output expression 6: | const() | Unrolled output expression 7: | exp(x2, gt(sin(aminus(x0, x2)), x3)) | Unrolled output expression 8: | floor(sin(aminus(x0, x2))) | ",99
20250627_170346,0.7167630057803468,Results\genome_20250627_170346.pkl,"n6 = exp(x2, x2) | n7 = const() | n8 = inv(n6) | n9 = round(n6) | n10 = min(n9, n7) | n11 = sqrt(x2) | n12 = abs(n8) | n13 = mult(n7, n8) | n14 = max(n11, x3) | n15 = inv(x4) | n16 = sqrtxy(x4, n9) | n17 = acos(x2) | n18 = exp(n9, x0) | n19 = min(x4, n7) | n20 = asin(n13) | n21 = pow(x2, n17) | n22 = asin(n21) | n23 = zero() | n24 = pow(x1, n22) | n25 = asin(n6) | n26 = asin(x4) | n27 = zero() | n28 = mult(n14, x5) | n29 = sum(x3, n28) | n30 = sqrtxy(x1, n18) | n31 = atan(n6) | n32 = ceil(n22) | n33 = acos(n13) | n34 = atan(x5) | n35 = sqrtxy(x3, x5) | Outputs: n15, n29, n26, n7 |  | Unrolled output expression 0: | inv(x4) | Unrolled output expression 1: | sum(x3, mult(max(sqrt(x2), x3), x5)) | Unrolled output expression 2: | asin(x4) | Unrolled output expression 3: | const() | ",99
20250627_170505,0.6221374045801527,Results\genome_20250627_170505.pkl,"n10 = const() | n11 = zero() | n12 = sin(n11) | n13 = sqrtxy(n10, x0) | n14 = zero() | n15 = inv(n12) | n16 = exp(n15, x7) | n17 = mult(x6, n15) | n18 = acos(n14) | n19 = round(n13) | n20 = sqrtxy(x4, x6) | n21 = sin(n12) | n22 = max(n12, x6) | n23 = gt(n22, x9) | n24 = inv(x3) | n25 = sum(n17, n18) | n26 = ceil(x2) | n27 = max(n22, x5) | n28 = sum(n15, n11) | n29 = acos(n22) | n30 = abs(n15) | n31 = asin(n28) | n32 = max(x6, n29) | n33 = mult(n23, n17) | n34 = aminus(n14, n17) | n35 = abs(n21) | n36 = one() | n37 = atan(n20) | n38 = squared(n19) | n39 = squared(n24) | Outputs: n23 |  | Unrolled output expression 0: | gt(max(sin(zero()), x6), x9) | ",99
20250627_174226,0.985955675414213,Results\genome_20250627_174226.pkl,"n1 = sum(x0, x0) | n2 = aminus(n1, x0) | n3 = squared(n1) | n4 = aminus(n1, n1) | n5 = mult(n3, n2) | n6 = sqrtxy(x0, n4) | n7 = abs(x0) | n8 = aminus(n1, n1) | n9 = sum(n5, n6) | n10 = aminus(n5, n4) | n11 = const() | n12 = zero() | n13 = sum(n1, n12) | n14 = squared(n4) | n15 = mult(n14, n6) | n16 = aminus(n8, x0) | n17 = one() | n18 = zero() | n19 = mult(n7, n16) | n20 = sqrt(n16) | n21 = sum(n4, x0) | n22 = sqrt(x0) | n23 = zero() | n24 = abs(x0) | n25 = sqrt(x0) | n26 = one() | n27 = sum(x0, n23) | n28 = sqrt(n16) | n29 = abs(x0) | n30 = mult(n26, n24) | Outputs: n1 |  | Unrolled output expression 0: | sum(x0, x0) | ",191
20250627_175153,0.5792899475853879,Results\genome_20250627_175153.pkl,"n10 = sqrtxy(x8, x2) | n11 = mult(x6, x6) | n12 = aminus(n11, n10) | n13 = gt(x5, x2) | n14 = pow(n10, x8) | n15 = min(n14, x0) | n16 = sqrtxy(n10, n13) | n17 = min(x0, n12) | n18 = max(x9, n11) | n19 = gt(n18, x0) | n20 = sqrtxy(x1, n13) | n21 = pow(n14, n16) | n22 = round(x7) | n23 = squared(n22) | n24 = sqrt(n10) | n25 = sqrt(n18) | n26 = round(n17) | n27 = abs(n23) | n28 = inv(n22) | n29 = squared(n17) | n30 = aminus(n11, n18) | n31 = mult(x8, n11) | n32 = sqrt(x8) | n33 = pow(n18, n15) | n34 = one() | n35 = abs(n18) | n36 = aminus(x2, n11) | n37 = squared(n27) | n38 = exp(n36, n36) | n39 = sqrt(n30) | Outputs: n16 |  | Unrolled output expression 0: | sqrtxy(sqrtxy(x8, x2), gt(x5, x2)) | ",999
20250630_134123,0.40588235294117647,Results\genome_20250630_134123.pkl,"n6 = inv(x0) | n7 = zero() | n8 = mult(n6, n7) | n9 = sqrtxy(x3, n6) | n10 = round(n9) | n11 = pow(n9, n9) | n12 = sum(x4, n10) | n13 = const() | n14 = mult(n9, x1) | n15 = mult(n11, x5) | n16 = max(n13, n15) | n17 = mult(n13, n16) | n18 = aminus(n10, n15) | n19 = sqrtxy(n17, n13) | n20 = sqrtxy(n14, n12) | n21 = gt(n18, x3) | n22 = round(x3) | n23 = aminus(x1, n13) | n24 = abs(n18) | n25 = min(x3, n17) | n26 = mult(n15, n22) | n27 = sqrt(n12) | n28 = one() | n29 = sqrt(x4) | n30 = round(n14) | n31 = aminus(n6, n19) | n32 = one() | n33 = aminus(n28, x0) | n34 = sqrtxy(n14, x1) | n35 = pow(n16, n11) | Outputs: n12, n16, n29, n22 |  | Unrolled output expression 0: | sum(x4, round(sqrtxy(x3, inv(x0)))) | Unrolled output expression 1: | max(const(), mult(pow(sqrtxy(x3, inv(x0)), sqrtxy(x3, inv(x0))), x5)) | Unrolled output expression 2: | sqrt(x4) | Unrolled output expression 3: | round(x3) | ",999
20250630_151037,0.8497109826589595,Results\genome_20250630_151037.pkl,"n6 = min(x5, x3) | n7 = max(n6, n6) | n8 = const() | n9 = const() | n10 = min(x4, n7) | n11 = abs(n7) | n12 = min(x3, x1) | n13 = sqrtxy(n10, n9) | n14 = sqrtxy(n13, n11) | n15 = min(n9, n6) | n16 = sqrtxy(n7, n9) | n17 = sqrtxy(x5, n6) | n18 = aminus(x3, x2) | n19 = inv(n15) | n20 = mult(x2, n12) | n21 = min(n20, n13) | n22 = mult(n7, n17) | n23 = pow(n15, n21) | n24 = min(n12, x0) | n25 = one() | n26 = mult(n19, n17) | n27 = min(n17, n23) | n28 = sqrtxy(n9, n19) | n29 = aminus(n28, n27) | n30 = inv(x1) | n31 = sqrt(n22) | n32 = zero() | n33 = pow(n32, n16) | n34 = squared(n24) | n35 = gt(n6, n24) | Outputs: n27, n35, n35, n15 |  | Unrolled output expression 0: | min(sqrtxy(x5, min(x5, x3)), pow(min(const(), min(x5, x3)), min(mult(x2, min(x3, x1)), sqrtxy(min(x4, max(min(x5, x3), min(x5, x3))), const())))) | Unrolled output expression 1: | gt(min(x5, x3), min(min(x3, x1), x0)) | Unrolled output expression 2: | gt(min(x5, x3), min(min(x3, x1), x0)) | Unrolled output expression 3: | min(const(), min(x5, x3)) | ",4999
20250701_153457,0.4117647058823529,Results\genome_20250701_153457.pkl,"n6 = sqrt(x4) | n7 = sum(x2, x2) | n8 = mult(x2, x3) | n9 = inv(n6) | n10 = inv(n7) | n11 = sqrt(n6) | n12 = aminus(n10, n7) | n13 = abs(n9) | n14 = gt(x1, n11) | n15 = round(n11) | n16 = squared(n8) | n17 = gt(n7, n7) | n18 = round(x3) | n19 = abs(x2) | n20 = sqrt(n13) | n21 = const() | n22 = gt(x2, n10) | n23 = round(n15) | n24 = pow(n12, n11) | n25 = sqrt(n9) | n26 = sqrtxy(n7, n15) | n27 = inv(n10) | n28 = const() | n29 = abs(n7) | n30 = sqrtxy(n15, x1) | n31 = aminus(x3, n26) | n32 = sum(x2, n21) | n33 = one() | n34 = abs(n13) | n35 = inv(n15) | Outputs: n14, n19, n31, n18 |  | Unrolled output expression 0: | gt(x1, sqrt(sqrt(x4))) | Unrolled output expression 1: | abs(x2) | Unrolled output expression 2: | aminus(x3, sqrtxy(sum(x2, x2), round(sqrt(sqrt(x4))))) | Unrolled output expression 3: | round(x3) | ",999
20250701_163119,0.4117647058823529,Results\genome_20250701_163119.pkl,"n6 = abs(x0) | n7 = sqrtxy(n6, x3) | n8 = sqrt(x2) | n9 = mult(n8, n6) | n10 = sqrt(n9) | n11 = abs(n10) | n12 = round(n7) | n13 = const() | n14 = gt(n13, n6) | n15 = round(n8) | n16 = sum(x2, n9) | n17 = zero() | n18 = max(n13, n11) | n19 = pow(n8, n12) | n20 = max(n6, n10) | n21 = aminus(n8, n14) | n22 = const() | n23 = sqrt(n17) | n24 = pow(n14, n12) | n25 = zero() | n26 = sum(n21, n17) | n27 = max(n17, x2) | n28 = aminus(n9, n22) | n29 = inv(n26) | n30 = sqrt(n9) | n31 = sum(n18, n20) | n32 = mult(n18, n27) | n33 = squared(x4) | n34 = pow(n10, n12) | n35 = round(x1) | Outputs: n35, n24, n28, n9 |  | Unrolled output expression 0: | round(x1) | Unrolled output expression 1: | pow(gt(const(), abs(x0)), round(sqrtxy(abs(x0), x3))) | Unrolled output expression 2: | aminus(mult(sqrt(x2), abs(x0)), const()) | Unrolled output expression 3: | mult(sqrt(x2), abs(x0)) | ",999
